fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-15.96,-74.14,32,4.7,"III-IV Chala; III Yauca, Atíco; II Ocoña,Caravelí, Camaná, Acarí, Nazca",16 Km al Sur-Este de Chala,
,,-16.55,-72.31,77,5,"III-IV Quilca; III Camaná, Ocoña; II Arequipa",21 Km al NE de Quilca,
,,-15.67,-71.71,10,4.1,"III Maca; II Chivay, Pinchollo, Madrigal",7 Km al Este-SE de Maca,
,,-17.89,-69.58,177,4.5,"II Calana, Tarata",67 Km al SE de Tarata,
,,-16.03,-72.49,30,3.9,II Aplao,5 km al Norte de Aplao,
,,-15.66,-71.72,9,3.8,"III Maca, II Chivay, Pinchollo, Madrigal",6 Km al Este-SE de Maca,
,,-15.73,-71.76,5,4.1,"II-III Maca, II Pinchollo, Madrigal",11 km al Sur de Maca,
,,-15.73,-71.74,6,4,"II-III Maca, Pinchollo; II Madrigal, Chivay",10 km al Sur-SE de Maca,
,,-8.9,-79.5,13,4.7,"III Salaverry; II Trujillo, Chimbote",97 Km al Sur-Oeste de Salaverry,
,,-15.7,-71.7,10,3.9,"II-III Maca; II Chivay, Pinchollo, Madrigal",8 Km Este-SE de Maca,
,,-5.55,-77.09,119,6.1,"IV-V Nueva Cajamarca, Rioja, Moyobamba; IV Chachapoyas, Sta Maria de Nieva, Yurimaguas, Tarapoto; III-IV Bagua; III Cajamarca, Juanjuí, Ayabaca; II-III Piura, Lambayeque, Chepen; II Talara, Cabana, La Unión, Pucallpa

",49 Km al Norte-NE de Nueva Cajamarca,
,,-15.64,-71.72,9,3.8,"II-III Maca, Madrigal; II Huambo, Cabanaconde",4 Km al Este-SE de Maca,
,,-16.04,-72.51,29,4,II-III Aplao; II Vitor,4 Km al NO de Aplao,
,,-11.22,-75.9,4,4.3,"III-IV Junín; III La Oroya, Tarma, Paucartambo; II-III Cerro de Pasco, Tamboraque, Canta; II Jauja, La Merced, Villa Rica, Oxapampa, Yanahuanca",12 Km al Este-SE de Junín,
,,-15.64,-71.69,11,3.9,"II Maca, Chivay",9 km al Este de Maca,
,,-14.37,-71.83,8,4,II Santo Tomás,28 km al Este-NE de Santo Tomás,
,,-9.96,-78.77,28,4.5,"II-III Huarmey; II Casma, Chimbote",69 km al Oeste de Huarmey,
,,-3.51,-80.87,30,4.2,II Zorritos,29 km al Nor-Oeste de Zorritos,
,,-15.74,-71.71,9,3.1,II Maca,13 Km al Sur-SE de Maca,
,,-15.73,-71.72,6,3.1,II Maca,11 Km al Sur-Se de Maca,
,,-15.74,-71.73,6,3.7,"III Pinchollo, Maca; II Chivay, Cabanaconde",13 Km al Sur-SE de Maca,
,,-15.73,-71.71,7,3.8,"II Maca, Pinchollo",12 km al Sur-SE de Maca,
,,-11.28,-76.61,121,4.1,II Canta,20 Km al Norte de Canta,
,,-11.19,-75.09,11,4.3,III-II La Merced-Junin,29 Km al Sur-Este de la Merced,
,,-16.06,-73.72,37,4.6,II-III Atico,20 Km al Norte-NO de Atico,
,,-10.45,-75.12,28,4.3,II-III Puerto Bermudez,26 Km al Sur-Oeste de Puerto Bermudez,
,,-16.92,-71.28,116,4.3,II Omate,34 km al Oeste-SO de Omate,
,,-17.6,-70.71,106,4.4,"II Locumba, Moquegua, Tacna",5 Km al Este de Locumba - Tacna,
,,-15.64,-71.7,7,3.9,II Maca,7 km al Este de Maca,
,,-15.68,-71.78,10,3.7,II Maca,5 Km al Sur-SO de Maca,
,,-5.56,-81.22,41,4.2,"II Sechura, Piura",44 km al Oeste de Sechura,
,,-3.43,-80.96,29,5,"II Zorritos, Tumbes, Máncora",42 Km al Nor-Oeste de Zorritos,
,,-12.1,-77.5,46,4.1,II Lima,39 km al Oeste de Callao,
,,-15.67,-71.7,11,3.7,"III Maca; II-III Pinchollo, Madrigal; II Chivay",7 Km al Este-SE de Maca,
,,-9.44,-78.75,70,4,"III Chimbote, III-II Samanco",20 Km al Oeste-SO de Chimbote,
,,-8.86,-74.96,42,4.9,"III Curimaná, II Puerto Inca",52 km al Sur-SE de Curimaná,
,,-14.43,-76.32,18,4.4,II Ica,76 Km al Oeste SO de Ica,
,,-9.79,-74.98,169,5.1,"III Puerto Inca, II Puerto Bermudez",46 Km al Sur de Puerto Inca,
,,-15.8,-71.94,11,3.5,II-III Cabanaconde; II Huambo,21 Km al Sur de Cabanaconde,
,,-15.65,-71.7,5,3.3,II Maca,07 km al Este de Maca,
,,-76.66,-8.81,51,4.2,"II  Huacaybamba, Uchiza",41 km al Nor-Este de Huacaybamba,
,,-76.95,-12.55,67,3.6,II Chilca,23 Km al Oeste de Chilca,
,,-16.72,-70.69,11,3.3,"II Calacoa, Carumas",2 Km al Nor-Oeste de Calacoa,
,,-16.72,-70.67,12,3.8,II Calacoa,2 km al NE de Calacoa,
,,-14.36,-76.05,42,4.4,II-III Ica,48 Km al Sur-Oeste de Ica,
,,-3.94,-80.46,33,4.1,"II Zorritos, Tumbes",37 Km al Sur-este de Zorritos,
,,-12.5,-78.14,25,4.7,"II Callao, Lima",120 Km al Oeste-SO de Callao,
,,-7.1,-80.42,26,5.4,"III-IV Pimentel, Chiclayo, Lambayeque, Ferreñafe; III Olmos, Sechura, Chepen, San Pedro de Lloc; II Piura, Ascope, Trujillo",62 Km al Oeste-SO de Pimentel,
,,-14.39,-75.71,53,5,"IV Ica, La Tinguiña, III-IV Santiago, II Pisco, Nazca",36 Km al Sur de Ica,
,,-9.19,-79.09,46,4.1,II Chimbote,58 km al Oeste-SO de Chimbote,
,,-13.64,-76.53,52,5,"IV-V Pisco; IV Chincha; III-IV Cañete; III Mala, Calango, Chilca; II-III Lunahuaná. La Tinguiña, Ica; II Lima, Huancano",37 Km al Oeste-NO de Pisco,
,,-15.54,-71.74,14,3.7,"II Madrigal, Maca",10 km al Nor-Este de Madrigal,
,,-11.82,-77.14,69,4.3,II-III Lima,8 km al Sur-SE de Ancón,
,,-10.1,-75.6,15,4.1,III Pozuzo,7 km al Oeste-NO de Pozuzo,
,,-8.61,-74.94,142,4.8,II-III Curimana,31 km al Sur-Este de Curimana,
,,-14.45,-75.74,54,4.6,II Ica,42 km al Sur de Ica,
,,-9.33,-75.68,25,5.1,"IV Tingo Maria; III-IV Aguaytía; III Puerto Inca, Aucayacu; II Pucallpa, La Merced",36 km al Este de Tingo Maria,
,,-12.99,-76.89,52,4.6,"III Mala, Chilca; II-III Lima, Cañete, Lunahuná; II Ancón, Huaral",48 km Sur Oeste de Mala,
,,-5.05,-81.33,29,4.6,III Paita,24 Oeste de Paita,
,,-4.97,-81.09,25,3.8,II Paita,13 km Norte de Paita,
,,-12.03,-77.66,52,5,"IV Callao;III-IV Lima; III Ancón, Huaral, Chosica, Yangas; II San Mateo, Canta, Chilca, Cañete",58 km al Oeste de Callao,
,,-15.74,-71.72,12,3.8,"II Maca, Pinchollo, Chivay",12 km SE de Maca,
,,-9.36,-75.5,9,4.6,"II-III Pozuzo, Tingo Maria",36 Km al S de Aguaytia,
,,-16.73,-71.7,30,4.2,"II-III Vitor, Arequipa; II Punta de Bombón, Mollendo",39 Km al Sur-Este de Vitor,
,,-12.52,-75.76,107,4.4,II-III Yauyos,18 Km al Este-SE de Yauyos,
,,-16,-74.18,18,4.5,II-III Chala,17 Km Al Sur-SE de Chala,
,,-11.5,-77.96,40,4.5,"III Huacho; II Barranca, Puerto Supe, Huara, Huaral, Ancón, Ventanilla",57 Km SO de Huacho- LIma,
,,-15.73,-71.73,9,3.6,II Maca,11 Km Sur  SE de Maca,
,,-12.3,-77.04,48,4,II Callao,29 Km al Sur de Lima,
,,-12.18,-77.27,41,4.2,"II Callao, Lima",20 Km al Sur-Oeste de Callao,
,,-17.36,-71.53,45,4.1,II Punta de Bombón - Arequipa ,35 Km al Sur-Este de Punta Bombón - Arequipa,
,,-11.51,-76.2,137,4.6,II Tamboraque,33 Km al Norte -NE de Tamboraque,
,,-17.33,-71.21,78,4.1,"III Moquegua, Ilo; II Torata, Arequipa",33 Km al Oeste - SO de Moquegua,
,,-14.88,-73.68,108,4.7,III Coracora; II Puquio,17 Km NE de Coracora,
,,-8.53,-74.63,154,5.3,III Pucallpa,21 Km al Sur - SO de Pucallpa,
,,-13.04,-76.6,60,4.1,II San Vicente de Cañete,24 Km al Oeste de San Vicente de Cañete,
,,-11.93,-76.47,106,4.3,II Matucana,14 Km SO de Matucana,
,,-14.7,-75.56,40,4.2,II Palpa,45 Km al Oeste-SO de Palpa,
,,-14.54,-75.8,52,4.9,"III-IV Ica; III La Tinguiña, II Pisco, Palpa, Nazca",53 Km al Sur de Ica,
,,-13.58,-76.76,13,4.4,"II Pisco, Tambo de Mora",63 Km al Oeste-NO de Pisco,
,,-17.7,-70.5,112,4.3,II Locumba.,29 Km al Este SE de Locumba,
,,-10.7,-74.78,31,4.9,"III-IV Villa Rica; III Pto Bermudez, Oxapampa; II-III Satipo, Pichanaki; II San Román, Cerro de Pasco",50 Km al Sur-SE de Pto de Bermudez,
,,-9.92,-75.04,18,4.1,II Puerto Bermudez-Pasco,41 Km al Norte-NO de Puerto Bermudez,
,,-15.52,-71.7,18,3.9,"II Madrigal, Maca, Pinchollo",14 Km. NE de madrigal,
,,-17.37,-71.22,68,4.1,II Ilo,33 Km NE de Ilo,
,,-11.24,-78.51,19,4.1,"II Puerto Supe, Barranca, Huacho",97 km al Oeste-SO de Puerto Supe,
,,-16.75,-72.89,49,4.2,III Camaná; II-III Ocoña; II Quilca,24 km al Sur Oeste de Camaná,
,,-17.36,-71.07,84,4.1,II Moquegua,24 Km SO de Moquegua,
,,-8.25,-80.13,12,4.7,"III Trujillo, San Pedro de LLoc; II Chimbote, Pimentel",123 Km al O de Trujillo,
,,-14.48,-75.77,53,4.3,II Ica,46 Km. al sur de Ica,
,,-8.31,-80.12,45,4.8,II San Pedro de Lloc. La Libertad,120 Km. SO de San Pedro de Lloc. La Libertad,
,,-15.44,-70.81,5,4,II Lampa ,57 Km al Oeste de Lampa,
,,-15.4,-70.88,10,3.9,II Lampa,55 km al Oeste de Lampa,
,,-15.41,-70.87,14,3.8,II Lampa,54 km al Oeste de Lampa,
,,-15.4,-70.86,9,4,"II Lampa, Ocuviri, Santa Lucia",55 km al Oeste de Lampa,
,,-15.35,-70.92,16,4.8,"II-III Lampa, Ocuviri; II Santa Lucia ",59 km al Oeste de Lampa,
,,-15.39,-70.94,15,3.9,"II Lampa, Ocuviri",62 km al Oeste de Lampa,
,,-15.25,-70.99,10,4.1,"II Lampa, Ocuviri, Santa Lucia",68 km al SO de Lampa,
,,-15.38,-70.87,8,4.3,II-III Lampa; Ayaviri,54 km al Oeste de Lampa,
,,-15.44,-70.93,10,6,"VI Ocuviri, Santa Lucia, Lampa, Paratía, V Cabanillas, Condoroma, V Juliaca; IV Ayaviri, Chivay, Cabana, Puno; III-IV Azángaro, Pucará; III Espinar; II-III Arequipa, Ubinas; II Andagua, Santo Tomás, Sicuani, Macusani, Moquegua",61 Km al Oeste de Lampa,
,,-16.38,-73.35,40,4.3,"II Ocoña, Atico",28 km al Oeste de Ocoña,
,,-15.31,-70.91,14,3.7,III Lampa; II-III Pucará; II Ayaviri,58 km al Oeste de Lampa,
,,-15.4,-70.26,26,4.1,"II lampa, Ayaviri",55 km Oeste de Lampa,
,,-10.83,-75.52,10,4.3,II Villa Rica,28 Km SO de Villa Rica,
,,-15.47,-70.92,10,4.4,"II-III Ocuviri, Ayaviri; II Lampa, Santa Lucia",37 km al Oeste de Ocuviri,
,,-14.2,-76.02,52,4.5,"II Ica, Tinguiña, Pisco",35 km Oeste SO de Ica,
,,-5.28,-78.89,17,4.8,"IV San Ignacio, Jaen",20 Km al Sur Este de San Ignacio,
,,-10.94,-78.32,41,4.8,II-III Barranca; II Huacho.,65 km Oeste SO dr Barranca.,
,,-15.58,-76.64,66,4.3,II Yauca,16 Km al Oeste NO de Yauca,
,,-15.3,-70.95,8,3.9,"II-III Ocuviri; II Ayaviri, Lampa",61 km al SO de Ayaviri,
,,-15.33,-75.76,17,4.3,II San Juan de Marcona,63 km al Oeste de San Juan de Marcona,
,,-15.75,-74.6,64,4.6,"III Yauca, Chala; II Palpa, Nazca",14 Km al Sur-Oeste de Yauca,
,,-15.44,-70.84,10,4.5,"III-IV Ocuviri, III Lampa; II-III Ayaviri; II Juliaca",31 KM al Sur-SE de Ocuviri,
,,-15.63,-75.01,25,4.3,II Lomas,19 Km al Oeste -SO de Lomas,
,,-11.01,-79.25,35,5.6,II Huarmey,160 Km al SO de Huarmey,
,,-9.98,-71.29,517,6,III-IV Esperanza; III Atalaya; II Pucallpa,61 km al Oeste-SO de Esperanza,
,,-11.37,-75.78,10,3.7,II Tarma,11 Km al Oeste  NO de Tarma,
,,-13.68,-75.33,98,5.4,"IV Huaytara; III-IV La Tinguiña, Tibillo; III Nazca, Ica, Pisco, II Cañete, Huancavelica",10 Km al Sur-SE de Huaytara,
,,-12.73,-77.8,26,4.9,II-III Lima,104 Km al Sur-Oeste de Callao,
,,-13.23,-76.62,55,4.3,II San Vicente de Cañete,30 Km al Oeste SO de San Vicente de Cañete,
,,-12.39,-77.08,42,3.7,II Callao,37 Km al Sur de Callao,
,,-11,-78.33,27,4.3,"II Barranca, Puerto Supe, Huacho, Paramonga",68 Km al Oeste-SO de Barranca,
,,-7.2,-74.2,151,4.7,III Contamana,29 Km al Este-NE de Contamana,
,,-8.94,-76.07,8,4,II-III Aucayacu,3 Km al Este-NE de Aucayacu,
,,-15.66,-71.87,9,3.6,II Madrigal,6 Km al Oeste-SO de Pinchollo,
,,-14.53,-75.54,47,4.1,II Palpa,39 Km al Oeste de Palpa,
,,-12.97,-76.84,44,4.4,"III Mala, Chilca, II Lima",43 Km al Sur SO de Mala,
,,-17.71,-71.25,36,4.6,"III Ilo, II Tacna, Moquegua, Arequipa",13 Km al SE de Ilo,
,,-15.68,-71.89,13,3.5,II Pinchollo,"9 km al Oeste-SO de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20160285_20160601_164321.pdf
,,-17.77,-70.3,90,4.1,II Alto de la Alianza,"27 km al Norte-NO de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20160288_20160602_161123.pdf
,,-6.21,-80.99,30,4,II Sechura,"75 km al Sur-SO de Sechura, Sechura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20160301_20160608_075220.pdf
