fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-16.2,-69.63,218,4.3,,"19 Km al Oeste de Juli, Chucuito - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190187_20190410_130806.pdf
,,-13.66,-76.34,64,5.1,IV Pisco,17 km al Oeste-NO de Pisco,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190188_20190411_155032.pdf
,,-6.97,-74.12,190,4.6,,"107 Km al Este-NE de Contamana, Ucayali - Loreto",
,,-13.71,-76.72,43,4.1,II Pisco,56 km al Oeste de Pisco,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190190_20190412_130331.pdf
,,-15.33,-72.93,17,3.8,II-III Cotahuasi,"14 km al Sur-SO de Cotahuasi, La Unión - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190191_20190413_110031.pdf
,,-18.48,-71.1,27,4.3,II Ilo,"97 km al Sur-SE de Ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190192_20190413_124310.pdf
,,-15.69,-71.88,12,3.5,II Pinchollo,"8 km al Sur-Oeste de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190194_20190416_175352.pdf
,,-15.66,-71.88,11,3.4,II Pinchollo,"7 km al Oeste-SO de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190195_20190416_214215.pdf
,,-5.11,-78.37,53,5.3,"III Bagua, Santa Maria de Nieva","62 Km al Norte-NE de Bagua, Bagua - Amazonas",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190196_20190417_150101.pdf
,,-9,-76.1,31,3.9,II Aucayacu,"6 km al Sur de Aucayacu, Leoncio Prado - Huanuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190197_20190417_225957.pdf
,,-15.2,-70.99,13,3.6,II Ocuviri,"8 km al Oeste-SO de Ocuviri, Lampa - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190198_20190418_003145.pdf
,,-5.43,-80.41,47,4,"II Piura, Sechura","35 km al Sur-Este de Piura, Piura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190199_20190418_043612.pdf
,,-3.1,-75.67,147,4.8,,"84 km al Este-SE de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190193_20190415_031128.pdf
,,-15.63,-71.92,10,3.6,"II Cabanaconde, Maca","7 km al Este de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190200_20190418_185556.pdf
,,-8.24,-78.08,15,3.5,II Santiago de Chuco,"15 km al Sur-Este de Santiago de Chuco, Santiago de Chuco - La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190201_20190419_035723.pdf
,,-13.22,-76.69,54,4,II San Vicente de Cañete,"37 km al Oeste-SO de San Vicente de Cañete, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190202_20190419_062132.pdf
,,-3.52,-80.88,22,4.8,II Zorritos,"29 km al Nor-Oeste de Zorritos, Contralmirante Villar - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190203_20190422_010448.pdf
,,-17.48,-71.11,35,4,"II-III Ilo, Moquegua","30 km al Nor-Este de ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190204_20190423_031057.pdf
,,-18.35,-70.17,62,4.1,II Tacna,"39 km al Sur de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190205_20190423_101617.pdf
,,-15.67,-71.88,11,3.6,II Pinchollo,"7 km al Oeste-SO de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190206_20190424_040136.pdf
,,-5.33,-81,25,4.4,"III-IV Paita, Sechura.","31 km al Sur-SE de Pita, Paita - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190208_20190426_192421.pdf
,,-5.77,-78.49,11,4.1,"II-III Bagua Grande, Bagua","6 km al Oeste-SO de Bagua Grande, Utcubamba – Amazonas.",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190208_20190427_114345.pdf
,,-15.61,-75.14,36,4.5,"II Lomas, San Juan Marcona, Yauca, Acarí","31 km al Oeste de Lomas, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190209_20190428_124613.pdf
,,-4.05,-80.49,64,4.3,II Ayabaca,"47 km al Sur-SE de Zorritos, Contralmirante Villar - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190210_20190429_031503.pdf
,,-14.58,-75.76,54,4.7,III Ica,"57 km al Sur de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190211_20190429_080741.pdf
,,-5.36,-77.45,15,4.4,,"98 km al Sur-SE de Sta María de Nieva, Condorcanqui - Amazonas",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190212_20190502_110600.pdf
,,-17.72,-69.85,13,3.7,II Tarata,"33 km al Sur-Este de Tarata, Tarata-Tacna",
,,-14.85,-75.83,46,4.2,,"78 km al Oeste SO de Palpa, Palpa-Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190214_20190503_145454.pdf
,,-17.73,-69.84,12,3.5,II Tarata,"35 km al Sur-Este de Tarata, Tarata - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190215_20190504_063943.pdf
,,-16.19,-73.81,19,3.9,II Atico,21 km al Oeste de Atico,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190216_20190506_002542.pdf
,,-16.58,-73.7,14,4.1,II Atico,"42 km al Sur-SO de Atico, Caravelí Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190217_20190506_064750.pdf
,,-12.33,-77.3,37,3.2,II Lima,"44 km al Sur-Oeste de Lima, Lima - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190218_20190506_072138.pdf
,,-15.99,-74.35,23,4,II Chala,"20 km al Sur-Oeste de Chala, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190219_20190508_062045.pdf
,,-15.9,-75.13,22,5.8,"III-IV Lomas, Yauca, Acarí","47 km al SO de Lomas, Caravelí - Arequipa",
,,-15.92,-75.11,18,4.4,"II Lomas, Yauca","48 km al Sur-Oeste de Lomas, Caravelí - Arequipa",
,,-16.01,-74.1,59,4.4,"II Chala, Yauca, Atico","23 km SE de Chala, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190222_20190509_041014.pdf
,,-14.7,-75.68,66,4.3,II Palpa,"57 km al Oeste-SO de Palpa, Palpa - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190223_20190509_103351.pdf
,,-15.8,-75.06,22,4.2,II Lomas,"34 km al Sur-Oeste de Lomas, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190224_20190509_211829.pdf
,,-15.68,-71.8,14,3.4,II Maca,"5 km al Sur-Oeste de Maca, Caylloma-Arequipa",
,,-15.42,-75.26,28,3.7,II San Juan de Marcona,"11 km al Oeste-SO de San Juan de Marcona, Nazca - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190226_20190511_180555.pdf
,,-5.15,-80.86,38,4,II Piura,"26 km al Oeste-NO de Piura, Piura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190227_20190511_200343.pdf
,,-15.68,-71.99,13,3.5,II Cabanaconde,"6 km al Sur de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190228_20190511_231417.pdf
,,-15.63,-71.92,11,3.6,II Cabanaconde,"7 km al Este de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190229_20190512_002106.pdf
,,-11.7,-74.39,18,3.9,II San Martín de Pangoa,"50 km al Sur de San Martín de Pangoa, Satipo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190230_20190512_072349.pdf
,,-8.02,-76.16,138,4.5,,"44 km al Este-NE de Tocache Nuevo,Tocache-San Martín",
,,-15.87,-71.76,5,3.5,II Maca,"25 km al Sur de Maca, Caylloma - Arequipa",
,,-17.83,-69.67,166,4.5,,"55 km al Sur-Este de Tarata,Tacna - Tacna",
,,-12.26,-75.01,106,5.4,"III Ñahuimpuquio, Huancavelica, Huancayo","10 km al Nor-Este de Ñahuimpuquio, Tayacaja - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190234_20190513_071030.pdf
,,-14.16,-74.52,90,5.2,"III Huanca Sancos, Puquio","34 km al Sur-Oeste de Huanca Sancos, Sancos - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190235_20190513_124152.pdf
,,-12.18,-75.38,9,3.6,II-III Huancayo,"23 km al Oeste-SO de Huancayo, Huancayo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190236_20190513_180050.pdf
,,-16.19,-74.08,48,4.5,"III Chala, Atico, Yauca","42 km al Sur-SE de Chala, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190237_20190514_020453.pdf
,,-14.54,-70.99,14,3.9,"II Langui, Sicuani","33 km al Este-SE de Langui, Canas - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190238_20190515_090515.pdf
,,-2.52,-77.38,137,5.3,II-III Pastaza,"116 km al Oeste-NO de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190239_20190516_040456.pdf
,,-17.87,-70.3,113,4.9,"III Alto de la Alianza, Tacna, Tarata","16 km al Norte – NO de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190240_20190516_143250.pdf
,,-14.55,-70.99,16,4.3,"II - III Langui, Sicuani, Ñuñoa, Layo, Santa Rosa","33 km al Este-SE de Langui, Canas - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190241_20190516_234922.pdf
,,-14.54,-70.98,13,3.7,"II Langui, Sicuani","33 km al Este-SE de Langui, Canas - Cusco",
,,-19.66,-70.48,56,5.3,"II-III Tacna, Tacna -Tacna","185 km al Sur de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190243_20190517_141625.pdf
,,-5.01,-75.25,48,4.7,"II Lagunas, Requena","53 km al NE de Lagunas, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190245_20190518_035539.pdf
,,-8.94,-79.12,59,3.9,II Chimbote,"60 km  al Oeste – NO de Chimbote, Santa, Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190244_20190518_020919.pdf
,,-9.87,-74.78,20,4,II Puerto Bermudez,"51 km al Norte-NE de Puerto Bermudez, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190246_20190518_213634.pdf
,,-13.68,-71.72,12,3.5,II Andahuaylillas,"6 km al Oeste de Andahuaylillas, Quispicanchi - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190247_20190519_124555.pdf
,,-16.41,-72.09,15,3.7,II Vitor,"19 km al Oeste-NO de Vitor, Arequipa - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190248_20190519_213142.pdf
,,-16.79,-71.3,18,3.7,"II Omate, Arequipa","36 km al Oeste de Omate, General Sanchez Cerro - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190249_20190521_103420.pdf
,,-15.79,-71.83,12,4.1,"III Maca, Pinchollo, Lari, Madrigal, Cabanaconde","18 km al Sur-SO de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190250_20190521_125528.pdf
,,-15.8,-71.85,12,4.5,"III-IV Maca, Pinchollo","19 km al Sur-SO de Maca, Cailloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190251_20190521_133737.pdf
,,-8.93,-80.26,22,4.8,II Trujillo,"163 km al Oeste-SO de Trujillo, Trujillo - La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190252_20190522_011501.pdf
,,-15.72,-72.11,11,3.8,II  Huambo,"1 km al Norte- NE de Huambo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190253_20190523_093742.pdf
,,-12.79,-77.03,53,3.9,"II Chilca, Lima","44 km al SO de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190254_20190523_194637.pdf
,,-16.41,-72.43,76,4.2,"II Quilca, Camaná, Aplao","33 km al Norte de Quilca, Camaná - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190255_20190523_231610.pdf
,,-14.67,-71.6,6,3.3,II-III Huayhuahuasi,"7 km al Oeste de Huayhuahuasi, Espinar - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190256_20190524_012448.pdf
,,-6.49,-80.96,29,4.4,,"105 km al Sur de Sechura, Sechura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190257_20190525_014919.pdf
,,-8.61,-79.76,34,4.7,"III Salaverry, Trujillo","98 km al Oeste-SO de Salaverry, Trujillo - La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190258_20190525_125621.pdf
,,-5.74,-75.55,135,8,"VII Lagunas, Yurimaguas","60 km al S de Lagunas y 64 km al E de Yurimaguas,  Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190259_20190526_074112.pdf
,,-13.32,-75.25,108,4.8,II Castrovirreyna,"9 km al Oeste-SO de Castrovirreyna, Castrovirreyna - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190260_20190526_104114.pdf
,,-15.91,-71.78,11,4.2,II-III Maca,"31 km al Sur de Maca, Caylloma - Arequipa",
,,-9.47,-79.1,30,4.2,II Samanco,"71 km al Oeste-SO de Samanco, Santa - Ancash.",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190262_20190527_004700.pdf
,,-17.11,-70.67,15,3.7,II Torata,"19 km al Este-SE de Torata, Mariscal Nieto - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190263_20190527_055612.pdf
,,-6.02,-79.94,15,3.9,II Olmos,"6 km al Sur-Oeste de Olmos, Lambayeque - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190264_20190527_092707.pdf
,,-12.42,-77.6,27,4.8,III-IV Callao,"64 km al SO de de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190265_20190528_031434.pdf
,,-15.96,-75.19,19,4.9,"III Lomas, Yauca, San Juan Marcona, Acarí","57 km al SO de Lomas, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190266_20190528_032813.pdf
,,-8.84,-74.49,138,4.6,,"53 km al Sur de Pucallpa, Coronel Portillo -Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190267_20190528_144144.pdf
,,-11.54,-78.01,35,3.8,II Huacho,"65 km al SO de Huacho, Huaura - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190268_20190528_191703.pdf
,,-15.73,-71.92,10,3.8,II Cabanaconde,13 km al Sur – SE de Cabanaconde,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190269_20190528_223232.pdf
,,-15.72,-71.77,10,3.2,II Maca,"9 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190270_20190529_060324.pdf
,,-4.65,-75.42,128,5,II-III Lagunas,"70 km al NE de Lagunas, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190271_20190529_234024.pdf
,,-12.12,-76.46,72,3.9,II Chilca,"53 km al Nor-Este de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190272_20190530_033255.pdf
,,-15.11,-75.73,31,4.9,III Marcona,"66 km al Oeste-NO de San Juan de Marcona, Nazca - Ica",
,,-15.19,-75.85,31,4.7,II Marcona,"75 km al Oeste-NO de San Juan de Marcona, Nazca - Ica",
,,-15.74,-71.78,9,3.4,II Maca,"12 km al Sur de Maca, Caylloma - Arequipa",
,,-15.18,-75.85,35,4.6,II Marcona,"76 km al Oste-NO de San Juan de Marcona, Nazca - Ica",
,,-15.11,-72.2,127,4.3,II Cabanaconde,"62 km al Norte-NO de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190277_20190530_185517.pdf
,,-18.71,-69.44,125,4.3,,"112 km al Sur-Este de Calama, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190278_20190531_073508.pdf
,,-15.73,-71.79,11,3.3,II Maca,"11 km al Sur-SO de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190279_20190531_083021.pdf
,,-15.74,-71.93,10,4,"II-III Cabanaconde, Maca","14 km al Sur-SE de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190280_20190531_092224.pdf
,,-16.16,-74.35,25,4.2,"II-III Chala, Yauca","37 km al Sur SO de Chala, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190281_20190531_171735.pdf
,,-10.46,-74.85,130,4.2,II-III Puerto Bermúdez,"23 km al Sur - Este de Puerto Bermúdez, Oxapampa -Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190282_20190601_000905.pdf
,,-12.1,-77.37,41,3.7,II Callao,"26 km al Oeste de Calla, Callao - Lima",
,,-6.88,-78.58,14,3.6,II Bambamarca,"23 km al Sur-SO de Bambamarca, Hualgayoc - Cajamarca",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190284_20190601_151411.pdf
,,-15.68,-71.89,13,3.5,II Pinchollo,"9 km al Oeste-SO de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190285_20190601_164321.pdf
,,-14.48,-71.32,30,4.4,III Langui,"8 km al Sur-Oeste de Langui, Canas - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190286_20190601_175538.pdf
,,-10.85,-73.57,30,4.1,II Atalaya,"25 km al Sur-Este de Atalaya, Atalaya - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190287_20190601_233241.pdf
,,-17.77,-70.3,90,4.1,II Alto de la Alianza,"25 km al Norte de Alto de la Alianza, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190288_20190602_161122.pdf
,,-15.73,-71.82,17,3.5,II Pinchollo,"10 km al Sur de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190289_20190602_183501.pdf
,,-16.3,-73.53,24,3.9,II Atico,"14 km al Sur-Este de Atico, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190290_20190602_204520.pdf
,,-9.46,-77.61,18,3.7,II Huaraz,"12 km al Nor-Oeste de Huaraz, Huaraz - Ancash",
,,-17.57,-70.93,38,3.7,II Locumba,"18 km al Oeste-NO de Locumba, Jorge Basadre - Tacna",
,,-15.71,-71.92,10,4.3,III-IV Cabanaconde,"12 km al Sur-Este de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190293_20190604_020404.pdf
,,-5.75,-78.73,19,3.4,II Jaen,"10 km al Este-SE de Jaen, Jaen - Cajamarca",
,,-9.42,-77.61,15,4,III Carhuaz,"16 km Sur-SE de Carhuaz, Carhuaz - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190295_20190606_042556.pdf
,,-5.07,-79.03,17,3.4,II San Ignacio,"8 km al Norte-NO de San Ignacio, San Ignacio - Cajamarca",
,,-9.43,-77.59,15,3.5,II Huaraz,"13 km al Norte-NO de Huaraz, Huaraz - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190297_20190606_091200.pdf
,,-12.74,-76.84,44,3.6,II Mala,"25 km al Oeste-SO de Mala, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190298_20190606_114252.pdf
,,-8.53,-77.86,18,3.6,II Corongo,"06 km al Este-SE de Corongo, Corongo - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190299_20190607_103120.pdf
,,-9.87,-78.78,29,4.6,"II-III Casma, Chimbote","68 km al Sur-Oeste de Casma, Casma - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190300_20190608_045812.pdf
,,-6.21,-80.99,30,4,II Sechura,"75 km al Sur-SO de Sechura, Sechura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190301_20190608_075220.pdf
,,-16.73,-70.84,23,3.6,II Calacoa,"17 km al Oeste de Calacoa, Mariscal Nieto - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190302_20190608_102813.pdf
,,-10.66,-75.41,10,3.7,II Oxapampa,"09 km al Sur de Oxapampa, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190303_20190608_164140.pdf
,,-15.73,-74.54,55,3.6,II Yauca,"8 km al Sur-SO de Yauca, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190304_20190611_032737.pdf
,,-6.85,-78.24,16,3.7,II Celendin,"8 km al Oeste-NO de Celendín, Celendín - Cajamarca",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190305_20190611_035222.pdf
,,-18.93,-70.49,48,4.7,II-III Tacna,"105 km al Sur-SO de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190306_20190611_050051.pdf
,,-11.8,-77.75,44,4.1,"III Ancon, II Lima","64 km al Oeste de Ancon, Lima - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190307_20190611_053748.pdf
,,-3.91,-80.24,66,4.7,II-III Zarumilla,"45 km al Sur de Zarumilla, Zarumilla - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190309_20190611_122809.pdf
,,-12.31,-77.36,31,3.5,II Callao,"37 km al Sur-Oeste de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190309_20190612_095237.pdf
,,-15.77,-72.11,14,3.6,II-III Huambo,"04 km al Sur de Huambo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190310_20190612_222519.pdf
,,-17.29,-70.89,29,3.7,II Moquegua,"11 km al Sur-SE de Moquegua, Mariscal Nieto - Moquegua",
,,-4.05,-77.01,105,4.5,,"112 km al Este - NE de Sta. María de Nieva, Condorcanqui -Amazonas",
,,-16.12,-73.71,40,4,II Atico,"15 km al Nor-Oeste de Atico, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190313_20190617_090339.pdf
,,-16.83,-72.79,57,4,II-III Camaná,"25 km al Sur-SO de Camaná, Camaná - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190314_20190617_202743.pdf
,,-11.32,-73.38,30,4.2,II Atalaya,"79 km al Sur-SE de Atalaya, Atalaya - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190315_20190619_020722.pdf
,,-12.48,-77.18,33,3.6,II Callao,"47 km al Sur de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190316_20190619_081853.pdf
,,-4.05,-76.15,121,5.1,II Pastaza,"131 km al Sur-SE de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190317_20190619_230258.pdf
,,-11.81,-76.94,93,4.5,III Yangas,"16 km al Sur-Oeste de Yangas, Canta - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190318_20190620_044301.pdf
,,-9.86,-75.57,18,3.9,II Codo del Pozuzo,"24 km al Sur SO de Codo del Pozuzo, Puerto Inca - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190319_20190622_215457.pdf
,,-15.83,-71.88,11,3.5,II Pinchollo,"22 km al Sur-SO de Pinchollo, Caylloma - Arequipa",
,,-9.41,-75.92,12,4.5,III Tingo Maria,"16 km al Sur-Este de Tingo Maria, Leoncio Prado - Huanuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190321_20190626_013852.pdf
,,-6.99,-80.37,40,4,II Pimentel,"52 km al Oeste-SO de Pimentel, Chiclayo - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190322_20190626_073334.pdf
,,-9.42,-75.93,10,3.7,II Tingo Maria,"17 km al Sur-SE de Tingo Maria, Leoncio Prado - Huanuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190323_20190626_110700.pdf
,,-9.38,-75.92,12,3.6,II Tingo Maria,"13 km al Sur-Este de Tingo Maria, Leoncio Prado - Huanuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190324_20190626_125417.pdf
,,-9.44,-75.96,14,3.5,II Tingo María,"17 km al Sur SE de Tingo María, Leoncio Prado - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190325_20190626_160221.pdf
,,-12.96,-77.33,35,4.3,II Chilca,"82 km al Sur - Oeste de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190326_20190626_203519.pdf
,,-16.45,-71.72,21,3.7,II Arequipa,"20 km al Oeste SO de Arequipa, Arequipa - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190327_20190627_065717.pdf
,,-18.47,-70.12,93,4.5,II Tacna,"54 km al Sur SE de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190328_20190627_114533.pdf
,,-14.55,-76.39,15,4.6,II Ica,"90 km al Sur Oeste de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190329_20190629_010634.pdf
,,-16.26,-74.45,38,4.9,"III Chala, Yauca y Atico","50 km al Sur SO de Chala, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190330_20190629_050019.pdf
,,-18.67,-69.67,147,4.6,II Tacna,"96 km al Sur Este de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190331_20190629_201443.pdf
,,-17.5,-69.54,180,4.2,,"42 km al Sur-SE de Capaso, El Collao-Puno",
,,-15.22,-75.96,34,4.4,,87 km al Oeste  de San Juan de Marcona - Ica,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190333_20190702_230926.pdf
,,-9.5,-75.52,18,4.2,II Codo de Pozuzo,"20 km al Norte-NO de Codo de Pozuzo, Puerto Inca - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190334_20190703_225020.pdf
